ID	Positive_score	Negative_score	Content
1071	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1072	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
1073	0	0	7 DAYS TO #InfinityWar
1074	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
1075	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1076	1	1	@MarvelStudios It would be awesome to watch the #InfinityWar with the whole gang but im broke i cant gift them tix!!! #Avengers
1077	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1078	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
1079	0	0	RT @zavvi: #INFINITYWAR IS JUST 9 DAYS AWAY PEOPLE! https://t.co/tzgJb2n553
1080	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1081	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
1082	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
1083	5	0	RT @alexleo2807: Thank you for being Iron Man, Thank you for helping children like Aaron Hunter &amp; Thank you for making dreams become realit…
1084	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1085	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
1086	3	0	RT @alexleo2807: Marvel. @RobertDowneyJr if you ever come by this tweet... I love you, we all love you... continue being you &amp; we, your fan…
1087	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1088	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
1089	3	0	@MarvelStudios Mine started in 2011 with Thor! #Loki ❤ #Avengers #InfinityWar
1090	3	0	RT @alexleo2807: I would like to Thank him &amp; I hope that one day, I can meet him. @RobertDowneyJr is a real hero, not because he plays one…
1091	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1092	0	2	@MarvelStudios For me, it was watching Tony Stark escape from a dungeon and save the world! #IronMan #InfinityWar #Avengers
1093	0	0	RT @alexleo2807: I was hooked &amp; never let go... even to this day, I’m here still clinging onto @RobertDowneyJr &amp; I hope that someday I coul…
1094	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1095	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1096	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1097	0	0	@MarvelStudios I’ll never forget watching Iron Man at the drive-in in San Jose. My cousins &amp; I always watched the p… https://t.co/IvTqjl290k
1098	0	0	RT @alexleo2807: If it wasn’t for Iron Man or @RobertDowneyJr , I wouldn’t have a clue to where I would be or if I would even be here today…
1099	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
1100	2	0	RT @alexleo2807: best father, he wasn’t really one so I had to cling onto something that made me feel like I had one... May 2nd of 2008 whe…
1101	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #CaptainAmerica https://t.co/H1KJEHn3ZQ
1102	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
1103	0	0	RT @ReignOfApril: Bye Loki (I'm guessing). #InfinityWar https://t.co/LcFkqAD2ZT
1104	1	0	*Watch* Triple AAA - Infinity War 
https://t.co/rVWcUZd1Qk #marvel #marvelcomics #InfinityWar #AvengersInfinityWar… https://t.co/C554SfyfLi
1105	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1106	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
1107	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1108	1	0	RT @alexleo2807: I started my MCU Journey when I was at the age of 6... I had a tough childhood &amp; when I saw Iron Man, @RobertDowneyJr , I…
1109	0	0	Join @sa_brizzy @deejahn as they host @Ugaman01 tonight 8pm on #NBSKonnect
Topics: Community Management and Social… https://t.co/RTxI1G2887
1110	0	0	@MarvelStudios I saw Iron Man 1 in theaters with my sister knowing a bit about the character but not too much. And… https://t.co/SvZfjL3omP
1111	2	0	RT @Guardians: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/GRQn6YfNq3 https…
1112	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
1113	0	1	RT @PhotosAdvices: #InfinityWar directors tease a load of deleted scenes https://t.co/bE955EP19t https://t.co/OkNscCpzyK
1114	2	0	RT @DrStrange: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4Ud3pIbq13 https…
1115	0	0	@MarvelStudios I started my journey 10 years ago with Iron Man and here I am #Avengers + #InfinityWar #IronMan
1116	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
1117	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
1118	1	0	RT @Marvel: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/ScemkA09Uo
1119	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1120	0	0	An entire universe. Once and for all #Avengers #InfinityWar
1121	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1122	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1123	0	0	RT @wakandapwr: Y'ALL IF YOU LIVE IN THESE AREAS, TWEET @MarvelStudios TELLING THEM HOW YOUR JOURNEY IN THE MCU STARTED USING THESE TAGS: #…
1124	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1125	0	0	RT @cyanwhisky: #infinitywar #Mantis  umm... looks familiar🙃??? https://t.co/zFBLr5JNKQ
1126	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1127	1	1	@MarvelStudios I watched Avengers Assemble on Christmas day of 2014 and fell in love. It only took me a month to ca… https://t.co/9sg5HxHpMt
1128	0	0	Textless Infinity War posters!!! 

#InfinityWar https://t.co/utJwdR4rk2
1129	5	0	RT @alexleo2807: Thank you for being Iron Man, Thank you for helping children like Aaron Hunter &amp; Thank you for making dreams become realit…
1130	1	9	Just bought the infinity war tickets on this upcoming 25th April 😭😭😭I'm so excited and can't wait @MarvelStudios #Avengers #InfinityWar 💕💕
1131	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1132	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
1133	3	0	RT @alexleo2807: Marvel. @RobertDowneyJr if you ever come by this tweet... I love you, we all love you... continue being you &amp; we, your fan…
1134	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1135	2	2	@MarvelStudios When my brother was born we started to watch marvel movies and i slowly fell in love with each and e… https://t.co/cb7WQdG9tu
1136	3	0	RT @alexleo2807: I would like to Thank him &amp; I hope that one day, I can meet him. @RobertDowneyJr is a real hero, not because he plays one…
1137	2	0	My love for MCU started at Iron Man in 2008 and has blossomed from there into an obsession. I can’t wait to watch… https://t.co/CdweoEWPAj
1138	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
1139	0	0	@MarvelStudios May 2008. 19 going on 20. Was going through a lot of stuff by the end of my sophomore year of colleg… https://t.co/TmkjGZwvfz
1140	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1141	0	0	@MarvelStudios @theblackpanther #Avengers + #InfinityWar 

Started when the first Iron Man was in cable, but I beca… https://t.co/guvtFFIXkI
1142	0	0	RT @alexleo2807: I was hooked &amp; never let go... even to this day, I’m here still clinging onto @RobertDowneyJr &amp; I hope that someday I coul…
1143	1	0	@MarvelStudios @gofooji Everything you know. Everything you love. Tell us how you started your journey through the… https://t.co/woLTCVY8Lz
1144	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1145	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1146	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1147	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1148	0	0	An entire universe. Once and for all #Avengers #InfinityWar
1149	2	0	RT @alexleo2807: best father, he wasn’t really one so I had to cling onto something that made me feel like I had one... May 2nd of 2008 whe…
1150	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1151	0	0	RT @alexleo2807: If it wasn’t for Iron Man or @RobertDowneyJr , I wouldn’t have a clue to where I would be or if I would even be here today…
1152	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
1153	1	0	RT @alexleo2807: I started my MCU Journey when I was at the age of 6... I had a tough childhood &amp; when I saw Iron Man, @RobertDowneyJr , I…
1154	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
1155	0	0	Got my #InfinityWar tickets for opening night in 3D. Let's do this!
1156	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1157	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1158	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1159	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1160	0	1	Bad Boy
Thanos' origin story will be revealed in first official MCU novel?
I'm guessing he was in detention a lot a… https://t.co/ZDjBrw5XAj
1161	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1162	0	0	#Avengers + #InfinityWar @gofooji The original Iron Man, durr.
1163	1	1	@MarvelStudios Was CA: The First Avenger, at that time who would know that this jorney would be so damn great! #Avengers + #InfinityWar
1164	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
1165	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
1166	1	0	@MarvelStudios started when my entire family was on vacation in taiwan and watched the AOU💓💞💕💖💝💘💘 and marvel immedi… https://t.co/53k6SnBapC
1167	0	0	An entire universe. Once and for all #Avengers #InfinityWar
1168	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1169	1	0	RT @Avengers: Get a special behind-the-scenes look at Marvel Studios' "Avengers: #InfinityWar," featuring interviews with the cast. See it…
1170	1	0	RT @marvelunsolved: Peter &amp; Tony against Thanos, what a powerful family. #InfinityWar https://t.co/7Z7PCArgjW
1171	1	0	@MarvelStudios For me it started with Thor. I've always been interested in different mythology like Greek Mythology… https://t.co/Z3ikEy994G
1172	0	0	@MarvelStudios We watched Iron Man 1 on cinema with the whole family and then it all started there. Until now we wa… https://t.co/WpkUUJC7L1
1173	0	0	@MarvelStudios #Avengers +#Infinitywar  2008 first #Ironman film then came #CaptainAmerica  films never ever looked back
1174	5	0	RT @alexleo2807: Thank you for being Iron Man, Thank you for helping children like Aaron Hunter &amp; Thank you for making dreams become realit…
1175	0	0	RT @CBR: Spider-Man Takes On Thanos in New #InfinityWar TV Spot
https://t.co/2TBitQqnV4 https://t.co/K9aSgsb2Gf
1176	1	0	@MarvelStudios All I can is, it's a great time to be alive #Avengers + #InfinityWar
1177	0	0	RT @Lobby_Hero: @anishaaley_ @ChrisEvans will be attending the premiere of #InfinityWar on April 23rd! Unless otherwise other future notice…
1178	0	0	@MarvelStudios It started with Avengers and soon it will continue #Avengers + #InfinityWar
1179	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1180	3	0	RT @alexleo2807: Marvel. @RobertDowneyJr if you ever come by this tweet... I love you, we all love you... continue being you &amp; we, your fan…
1181	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1182	0	1	Benedict Cumberbatch tease le sort de #DoctorStrange dans #Avengers3 #InfinityWar https://t.co/AUqMTvDgbg
1183	0	0	RT @cyanwhisky: #InfinityWar / get this man a shield☝️!!!! https://t.co/iq44evRWDr
1184	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1185	3	0	Awesome I am ready!!!! My new baby will love it h #Avengers + #InfinityWar.
1186	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1187	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
1188	3	0	RT @alexleo2807: I would like to Thank him &amp; I hope that one day, I can meet him. @RobertDowneyJr is a real hero, not because he plays one…
1189	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1190	0	0	@MarvelStudios @Avengers Iron Man was one of the first 12 rated movies my parents let me watch, after that I watche… https://t.co/Ulp5U2pGaG
1191	0	0	The latest The Vampire Rules Daily! https://t.co/S3ax0gYQFB #wordofthenerd #infinitywar
1192	1	0	RT @MarvelStudios: It’s all been leading to this. @Avengers: #InfinityWar #IronMan https://t.co/inCRjbtksd
1193	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1194	1	0	RT @MarvelStudios: @ahsokathanos Ready? Let's go. https://t.co/nkxPK2G0Tj #Avengers #InfinityWar #10Days
1195	0	0	RT @alexleo2807: I was hooked &amp; never let go... even to this day, I’m here still clinging onto @RobertDowneyJr &amp; I hope that someday I coul…
1196	0	0	@MarvelStudios I started my #Avengers journey during the time when #Thor and #CaptainAmerica came out, but definite… https://t.co/tf2oeCM6aV
1197	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1198	2	0	RT @alexleo2807: best father, he wasn’t really one so I had to cling onto something that made me feel like I had one... May 2nd of 2008 whe…
1199	0	0	#Avengers #InfinityWar I started all the way back at the beginning with Iron Man 1, I’ve seen every film since and… https://t.co/3pVvULB5MT
1200	0	1	@MarvelStudios I have 2 older brothers that used to force me to watch their """stupid""" superhero movies and I kin… https://t.co/YiiEcQwASU
1201	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
1202	0	0	RT @alexleo2807: If it wasn’t for Iron Man or @RobertDowneyJr , I wouldn’t have a clue to where I would be or if I would even be here today…
1203	0	0	April 27th will be reserved so nobody hmu at all ! #infinitywar
1204	1	0	RT @alexleo2807: I started my MCU Journey when I was at the age of 6... I had a tough childhood &amp; when I saw Iron Man, @RobertDowneyJr , I…
1205	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1206	1	1	@MarvelStudios @Avengers I had a major crush on Black Widow lol #Avengers #InfinityWar
1207	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
1208	0	0	RT @HiddlesFanPage_: #TomHiddleston #BenedictCumberbatch #PomKlementieff #TomHolland MBC Section TV (https://t.co/cuUGzvL7Jl) #InfinityWar…
1209	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1210	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1211	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1212	1	0	RT @Avengers: It’s all been leading to this. #InfinityWar #IronMan https://t.co/a5IyqyDcdZ
1213	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
1214	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
1215	0	0	RT @CBR: Spider-Man Takes On Thanos in New #InfinityWar TV Spot
https://t.co/2TBitQqnV4 https://t.co/K9aSgsb2Gf
1216	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1217	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
1218	2	0	RT @CaptainAmerica: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/BA6hpJofaT…
1219	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1220	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1221	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1222	1	0	RT @HiddlesFanPage_: #TomHiddleston Leads The Avengers Playing "Who's Most Likely" (Full Video https://t.co/HKmePok57G) #ElizabethOlsen #Pa…
1223	2	0	RT @theblackpanther: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4vH4cuj2ZU…
1224	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1225	0	12	started my journey 10 years ago with the first iron man 😭😭😭😭 #avengers #infinitywar https://t.co/5dlHP9ZsOI
1226	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
1227	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1228	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1229	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1230	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1231	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
1232	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
1233	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1234	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1235	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
1236	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1237	3	0	RT @_Mookgaming: We appreciate the new fans of Marvel from 2 months ago but please don't get in your feelings when Thanos whoop Black Panth…
1238	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1239	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
1240	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1241	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1242	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1243	2	0	back in 2008 i was already obsessed with comics, a year with two great comic book films just made that obsession gr… https://t.co/Q87zeC83gM
1244	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1245	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
1246	0	0	Hey guys!!
The Countdown begins
10 days to #InfinityWar!!🤩
#MarvelCinematicUniverse
1247	0	0	@MarvelStudios @gofooji with #Avengers + #InfinityWar.
1248	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1249	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1250	2	0	RT @DrStrange: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4Ud3pIbq13 https…
1251	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1252	1	0	Smart viewers,curious about reviews #MainMovie #RampageTheMovie @rampagethemovie, #SuggestMovie #ThePerfectHusband… https://t.co/IlLuluK5hs
1253	1	0	@MarvelStudios Started watching movies a bit late, somewhere around the end of last year, (finally thanks to my ama… https://t.co/uDe4EpZlmM
1254	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
1255	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1256	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1257	0	0	RT @JoshRossiPhoto: Jackson Sommers has been bullied because he does things differently due to having 35% of his cerebellum missing. See ho…
1258	2	0	RT @Guardians: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/GRQn6YfNq3 https…
1259	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
1260	0	0	RT @RegalMovies: Check out @theMoviebill exclusive @AVENGERS: #InfinityWar COVER ART! Get your hands on the full edition opening weekend st…
1261	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1262	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
1263	0	0	@MarvelStudios #Avengers #InfinityWar I think the first film I watched in cinemas was Iron man 2 but I was only you… https://t.co/UZomjpCyYk
1264	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
1265	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
1266	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1267	0	0	@tomellis17 If you were given the role of an Avenger in the MCU, who would it be and why? #Lucifer #InfinityWar
1268	0	1	@MarvelStudios I was depressed for days and couldn’t find any motivation to do anything so my family member made me… https://t.co/QzNiEj9fXL
1269	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
1270	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
1271	1	0	RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @HotTopic exclusive #Vision Pop!  #InfinityWar https://t.co/dBX0vIx3zj
1272	0	0	10 Days... #InfinityWar https://t.co/wNsa9aq7jS
1273	1	0	@MarvelStudios i have been watching bits of superhero movies ever since but i never really got to appreciate and lo… https://t.co/3VAWVGY143
1274	0	0	@MarvelStudios Watch the first iron man film at the cinema with my dad and that's how it all started.  #avengers + #InfinityWar
1275	1	0	RT @MarvelStudios: @lazyfangirl Ready? Let's go. https://t.co/fXCr9PJM0T #Avengers #InfinityWar #10Days
1276	1	0	@MarvelStudios I'm watching Marvel movies since 2008 from release of iron man.
I'm big fan of iron man and thor 
An… https://t.co/wlCioBifAj
1277	1	0	RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @BoxLunchGifts Exclusive Unmasked Iron Spider Pop!. #SpiderMan #Infinit…
1278	2	0	RT @Iron_Man: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/yhRZaQYVpD https:…
1279	1	1	@MarvelStudios I started with Iron Man and I really liked it! But when the moment Nick Fury walked out the shadows,… https://t.co/DXmHvcRVAR
